namespace,name,bits,p,a,b,n,h,gx,gy
brainpool,brainpoolP512t1,512,0xaadd9db8dbe9c48b3fd4e6ae33c9fc07cb308db3b3c9d20ed6639cca703308717d4d9b009bc66842aecda12ae6a380e62881ff2f2d82c68528aa6056583a48f3,-0x3,0x7cbbbcf9441cfab76e1890e46884eae321f70c0bcb4981527897504bec3e36a62bcdfa2304976540f6450085f2dae145c22553b465763689180ea2571867423e,0xaadd9db8dbe9c48b3fd4e6ae33c9fc07cb308db3b3c9d20ed6639cca70330870553e5c414ca92619418661197fac10471db1d381085ddaddb58796829ca90069,0x1,0x640ece5c12788717b9c1ba06cbc2a6feba85842458c56dde9db1758d39c0313d82ba51735cdb3ea499aa77a7d6943a64f7a3f25fe26f06b51baa2696fa9035da,0x5b534bd595f5af0fa2c892376c84ace1bb4e3019b71634c01131159cae03cee9d9932184beef216bd71df2dadf86a627306ecff96dbb8bace198b61e00f8b332
gost,gost256,256,0x8000000000000000000000000000000000000000000000000000000000000431,0x7,0x5fbff498aa938ce739b8e022fbafef40563f6e6a3472fc2a514c0ce9dae23b7e,0x8000000000000000000000000000000150fe8a1892976154c59cfc193accf5b3,0x1,0x2,0x8e2a8a0e65147d4bd6316030e16d19c85c97f0a9ca267122b96abbcea7e8fc8
gost,gost512,512,0x4531acd1fe0023c7550d267b6b2fee80922b14b2ffb90f04d4eb7c09b5d2d15df1d852741af4704a0458047e80e4546d35b8336fac224dd81664bbf528be6373,0x7,0x1cff0806a31116da29d8cfa54e57eb748bc5f377e49400fdd788b649eca1ac4361834013b2ad7322480a89ca58e0cf74bc9e540c2add6897fad0a3084f302adc,0x4531acd1fe0023c7550d267b6b2fee80922b14b2ffb90f04d4eb7c09b5d2d15da82f2d7ecb1dbac719905c5eecc423f1d86e25edbe23c595d644aaf187e6e6df,0x1,0x24d19cc64572ee30f396bf6ebbfd7a6c5213b3b3d7057cc825f91093a68cd762fd60611262cd838dc6b60aa7eee804e28bc849977fac33b4b530f1b120248a9a,0x2bb312a43bd2ce6e0d020613c857acddcfbf061e91e5f2c3f32447c259f39b2c83ab156d77f1496bf7eb3351e1ee4e43dc1a18b91b24640b6dbb92cb1add371e
gost,id-GostR3410-2001-CryptoPro-A-ParamSet,256,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffd97,-0x3,0xa6,0xffffffffffffffffffffffffffffffff6c611070995ad10045841b09b761b893,0x1,0x1,0x8d91e471e0989cda27df505a453f2b7635294f2ddf23e3b122acc99c9e9f1e14
gost,id-GostR3410-2001-CryptoPro-B-ParamSet,256,0x8000000000000000000000000000000000000000000000000000000000000c99,-0x3,0x3e1af419a269a5f866a7d3c25c3df80ae979259373ff2b182f49d4ce7e1bbc8b,0x800000000000000000000000000000015f700cfff1a624e5e497161bcc8a198f,0x1,0x1,0x3fa8124359f96680b83d1c3eb2c070e5c545c9858d03ecfb744bf8d717717efc
gost,id-GostR3410-2001-CryptoPro-C-ParamSet,256,0x9b9f605f5a858107ab1ec85e6b41c8aacf846e86789051d37998f7b9022d759b,-0x3,0x805a,0x9b9f605f5a858107ab1ec85e6b41c8aa582ca3511eddfb74f02f3a6598980bb9,0x1,0x0,0x41ece55743711a8c3cbf3783cd08c0ee4d4dc440d4641a8f366e550dfdb3bb67
gost,id-tc26-gost-3410-12-512-paramSetA,512,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffdc7,-0x3,0xe8c2505dedfc86ddc1bd0b2b6667f1da34b82574761cb0e879bd081cfd0b6265ee3cb090f30d27614cb4574010da90dd862ef9d4ebee4761503190785a71c760,0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff27e69532f48d89116ff22b8d4e0560609b4b38abfad2b85dcacdb1411f10b275,0x1,0x3,0x7503cfe87a836ae3a61b8816e25450e6ce5e1c93acf1abc1778064fdcbefa921df1626be4fd036e93d75e6a50e3a41e98028fe5fc235f5b889a589cb5215f2a4
gost,id-tc26-gost-3410-12-512-paramSetB,512,0x8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006f,-0x3,0x687d1b459dc841457e3e06cf6f5e2517b97c7d614af138bcbf85dc806c4b289f3e965d2db1416d217f8b276fad1ab69c50f78bee1fa3106efb8ccbc7c5140116,0x800000000000000000000000000000000000000000000000000000000000000149a1ec142565a545acfdb77bd9d40cfa8b996712101bea0ec6346c54374f25bd,0x1,0x2,0x1a8f7eda389b094c2c071e3647a8940f3c123b697578c213be6dd9e6c8ec7335dcb228fd1edf4a39152cbcaaf8c0398828041055f94ceeec7e21340780fe41bd
mnt,mnt1,170,0x26dccacc5041939206cf2b7dec50950e3c9fa4827af,0x22ffbb20cc052993fa27dc507800b624c650e4ff3d2,0x1c7be6fa8da953b5624efc72406af7fa77499803d08,0xa60fd646ad409b3312c3b23ba64e082ad7b354d,0x3be9,0x25a3ae778f7ef6586abae5acde21e54b6c64edf33d0,0x5b4ace33aa53c670ce35535d6c273698a182da557d
mnt,mnt2/1,159,0x5affffffffffff4b46081000000059bb1bf600b7,0x3dd24a7e5c0bdfaccc215e22760469c73ee9d879,0x478c31a992b294e19f6e4416f958646dddede5e3,0x5affffffffffff4b46081000000059bb1bf600b5,0x1,0x2725af3d7dea98cb9242ac6ddb9bd89bdcf38898,0x480b4184ed2c50c0230b4c73ca939c1b6b7f1103
mnt,mnt2/2,159,0x5affffffffffff4b46081000000059bb1bf600b7,0x7b29491c1a02cd87844f5098d0381f6c45d6523,0x41cc630bd66ac817d43358b108ad3d214037993c,0x5affffffffffff4b46081000000059bb1bf600b5,0x1,0xd76b3e1f1ed76a282fa99575d29ff2e587049e9,0x36e1557ed145ad409f924420e12f74a900fab054
mnt,mnt3/1,160,0x8afffffffffffeeb0fa77000000089f0dd49fac7,0x6d01fd0a017c62075ae999977379867e07f2a6d4,0x7701535c00fd965341d38bba4cfbdcf9a4651825,0x8afffffffffffeeb0fa77000000089f0dd49fac5,0x1,0x1781998103c3ca14ea76b9d3a700a53e1c784789,0x53352dde04447c25c9bb332a3c7634d3b8801f34
mnt,mnt3/2,160,0x8afffffffffffeeb0fa77000000089f0dd49fac7,0x5fbe0085bd2b23afcd5b9c7704aeed2bfdbe89e4,0x3fd4005928c76d1fde3d12fa031f48c7fe7f0698,0x8afffffffffffeeb0fa77000000089f0dd49fac5,0x1,0x494e297179d42c761701ab03b2e5bca98a24dfe7,0x3274201d6596252a780390a222e3763bbecfe5f1
mnt,mnt3/3,160,0x8afffffffffffeeb0fa77000000089f0dd49fac7,0x2ddf23acb05a91bda6ba9c20d7a584aa25075ce0,0x1f8125c46a31e79fd6cc25298b23ab130cd22b5a,0x8afffffffffffeeb0fa77000000089f0dd49fac5,0x1,0x3f710d05b65b5e16ae1b946d3fc582b16a927432,0x4a30945c64fd7f85e148ba816005468447616b1f
mnt,mnt4,240,0xa2ffffffffffffffffffffffffc298b00000000000000000000005c866cf,0x4be28760aa064734852cb4ff51ef2928a7a3cd75087c35cb1433714f7407,0x329704eb1c042f7858c878aa369f70c5c517de4e05a823dcb8224b8a4d5a,0xa2ffffffffffffffffffffffffc298b00000000000000000000005c866cd,0x1,0x82556d57811807a0d7675674b3d57222cfbf9a2a2a2cd146572d7b67627e,0x73afacea28dc870baa1d5b0bd4300ddd975e2eefc7c2db508fc2e92a8345
mnt,mnt5/1,240,0xd2fffffffffffffffffffffffe9058d000000000000000000000a0271007,0xd149265d4687dcab1f2046e0947e51ac5e8e7f25916d35539d4df2e9017a,0x489e7783a1f584712bd4f6d48cf2d1ca2c975678936e639083991c5fc369,0xd2fffffffffffffffffffffffe9058d000000000000000000000a0271005,0x1,0x1d871a744f1e02ed15d7d84abd95e80476e6307085f12dba27092ff06d60,0x5c0c8bae9661303107b0077949dee16a7f6dde4982657b9196de23d9f9d0
mnt,mnt5/2,240,0xd2fffffffffffffffffffffffe9058d000000000000000000000a0271007,0x26caaced434c5a4c2c9c1b09e0ddc167548a95516e7c81b20702485c9809,0x6031c89e2cdd91881dbd675beac3f3df8db1b8e0f45301215a01baf56ab3,0xd2fffffffffffffffffffffffe9058d000000000000000000000a0271005,0x1,0x16e55a2ef696238a7aaf19e51b6a81e1582f28b4bcb6575ab4e0331e569b,0x38de9844643fc9db3c568ec528983da16a177d56145a1d4bf88a2340d839
mnt,mnt5/3,240,0xd2fffffffffffffffffffffffe9058d000000000000000000000a0271007,0x44cfc0f3bc92ec82f818b443b564cf25dee3ebae7902e370f9e80283d3bd,0x2ddfd5f7d30c9daca565cd8278eddf6e9497f27450ac97a0a69aac57e27e,0xd2fffffffffffffffffffffffe9058d000000000000000000000a0271005,0x1,0xb071579c8cc322dc7fdce378e5b539b4b7580823aba3cfdd6637cbfa0bbb,0x15d1b75795732b1e2db1efa55cdbb19357e0aa0422cc03b442809339cf02
nist,P-192,192,0xfffffffffffffffffffffffffffffffeffffffffffffffff,-0x3,0x64210519e59c80e70fa7e9ab72243049feb8deecc146b9b1,0xffffffffffffffffffffffff99def836146bc9b1b4d22831,0x1,0x188da80eb03090f67cbf20eb43a18800f4ff0afd82ff1012,0x7192b95ffc8da78631011ed6b24cdd573f977a11e794811
nist,P-224,224,0xffffffffffffffffffffffffffffffff000000000000000000000001,-0x3,0xb4050a850c04b3abf54132565044b0b7d7bfd8ba270b39432355ffb4,0xffffffffffffffffffffffffffff16a2e0b8f03e13dd29455c5c2a3d,0x1,0xb70e0cbd6bb4bf7f321390b94a03c1d356c21122343280d6115c1d21,0xbd376388b5f723fb4c22dfe6cd4375a05a07476444d5819985007e34
nist,P-256,256,0xffffffff00000001000000000000000000000000ffffffffffffffffffffffff,-0x3,0x5ac635d8aa3a93e7b3ebbd55769886bc651d06b0cc53b0f63bce3c3e27d2604b,0xffffffff00000000ffffffffffffffffbce6faada7179e84f3b9cac2fc632551,0x1,0x6b17d1f2e12c4247f8bce6e563a440f277037d812deb33a0f4a13945d898c296,0x4fe342e2fe1a7f9b8ee7eb4a7c0f9e162bce33576b315ececbb6406837bf51f5
nist,P-384,384,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffeffffffff0000000000000000ffffffff,-0x3,0xb3312fa7e23ee7e4988e056be3f82d19181d9c6efe8141120314088f5013875ac656398d8a2ed19d2a85c8edd3ec2aef,0xffffffffffffffffffffffffffffffffffffffffffffffffc7634d81f4372ddf581a0db248b0a77aecec196accc52973,0x1,0xaa87ca22be8b05378eb1c71ef320ad746e1d3b628ba79b9859f741e082542a385502f25dbf55296c3a545e3872760ab7,0x3617de4a96262c6f5d9e98bf9292dc29f8f41dbd289a147ce9da3113b5f0b8c00a60b1ce1d7e819d7a431d7c90ea0e5f
nist,P-521,521,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,-0x3,0x51953eb9618e1c9a1f929a21a0b68540eea2da725b99b315f3b8b489918ef109e156193951ec7e937b1652c0bd3bb1bf073573df883d2c34f1ef451fd46b503f00,0x1fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffa51868783bf2f966b7fcc0148f709a5d03bb5c9b8899c47aebb6fb71e91386409,0x1,0xc6858e06b70404e9cd9e3ecb662395b4429c648139053fb521f828af606b4d3dbaa14b5e77efe75928fe1dc127a2ffa8de3348b3c1856a429bf97e7e31c2e5bd66,0x11839296a789a3bc0045c8a5fb42c7d1bd998f54449579b446817afbd17273e662c97ee72995ef42640c550b9013fad0761353c7086a272c24088be94769fd16650
nums,numsp256d1,256,0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff43,-0x3,0x25581,0xffffffffffffffffffffffffffffffffe43c8275ea265c6020ab20294751a825,0x1,0x1,0x696f1853c1e466d7fc82c96cceeedd6bd02c2f9375894ec10bf46306c2b56c77
nums,numsp384d1,384,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffec3,-0x3,-0x8708,0xffffffffffffffffffffffffffffffffffffffffffffffffd61eaf1eeb5d6881beda9d3d4c37e27a604d81f67b0e61b9,0x1,0x2,0x3c9f82cb4b87b4dc71e763e0663e5dbd8034ed422f04f82673330dc58d15ffa2b4a3d0bad5d30f865bcbbf503ea66f43
nums,numsp512d1,512,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffdc7,-0x3,0x1d99b,0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff5b3ca4fb94e7831b4fc258ed97d0bdc63b568b36607cd243ce153f390433555d,0x1,0x2,0x1c282eb23327f9711952c250ea61ad53fcc13031cf6dd336e0b9328433afbdd8cc5a1c1f0c716fdc724dde537c2b0adb00bb3d08dc83755b205cc30d7f83cf28
nums,w-254-mont,254,0x3f80ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,-0x3,-0x2f72,0x3f80ffffffffffffffffffffffffffffeb818bea0da375c06fa419c4af8df83f,0x1,,
nums,w-255-mers,255,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffd03,-0x3,-0x51bd,0x7fffffffffffffffffffffffffffffff864a38283ad2b3dfab8fac983c594aeb,0x1,,
nums,w-256-mont,256,0xffa7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,-0x3,0x14e6a,0xffa7fffffffffffffffffffffffffffffc517513e6e5074b9d10c5e1a79857eb,0x1,,
nums,w-382-mont,382,0x3ffaffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,-0x3,-0x20a72,0x3ffaffffffffffffffffffffffffffffffffffffffffffffa6eb1cff4bde214d73b321ffd8e82cd160ab86803ebb301d,0x1,,
nums,w-383-mers,383,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe5b,-0x3,0x17dbc,0x7fffffffffffffffffffffffffffffffffffffffffffffffa9caf814a8a116ad9fb0b4035417aaf319297fc0bb7a439f,0x1,,
nums,w-384-mont,384,0xb0ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,-0x3,0x6c96,0xb0ffffffffffffffffffffffffffffffffffffffffffffffba9b7f14ca7512537a4edcd38a7c41da29be4894b298eebb,0x1,,
nums,w-510-mont,510,0x3eddffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,-0x3,0x988d,0x3eddffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffb9146ccde150ef33747ab29d1e6573d8d22de95e322303f3a00b200986fa9a2d,0x1,,
nums,w-511-mers,511,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe1f,-0x3,0x879da,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff8dbefa3f5ed9d839a2d4fe6ff516e87fa8d3e656a0f99fa1f0105f73b3b9d19f,0x1,,
nums,w-512-mont,512,0xfe14ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,-0x3,0x185ed,0xfe14ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff638a8d792ee750298064aaf0b8498e61df3d3995064ed73b939628f17e98fdc9,0x1,,
oscaa,SM2,256,0xfffffffeffffffffffffffffffffffffffffffff00000000ffffffffffffffff,-0x3,0x28e9fa9e9d9f5e344d5a9e4bcf6509a7f39789f515ab8f92ddbcbd414d940e93,0xfffffffeffffffffffffffffffffffff7203df6b21c6052b53bbf40939d54123,0x1,0x32c4ae2c1f1981195f9904466a39c9948fe30bbff2660be1715a4589334c74c7,0xbc3736a2f4f6779c59bdcee36b692153d0a9877cc62a474002df32e52139f0a0
oakley,192-bit Random ECP Group,192,0xfffffffffffffffffffffffffffffffeffffffffffffffff,-0x3,0x64210519e59c80e70fa7e9ab72243049feb8deecc146b9b1,0xffffffffffffffffffffffff99def836146bc9b1b4d22831,0x1,0x188da80eb03090f67cbf20eb43a18800f4ff0afd82ff1012,0x7192b95ffc8da78631011ed6b24cdd573f977a11e794811
oakley,224-bit Random ECP Group,224,0xffffffffffffffffffffffffffffffff000000000000000000000001,-0x3,0xb4050a850c04b3abf54132565044b0b7d7bfd8ba270b39432355ffb4,0xffffffffffffffffffffffffffff16a2e0b8f03e13dd29455c5c2a3d,0x1,0xb70e0cbd6bb4bf7f321390b94a03c1d356c21122343280d6115c1d21,0xbd376388b5f723fb4c22dfe6cd4375a05a07476444d5819985007e34
oakley,256-bit Random ECP Group,256,0xffffffff00000001000000000000000000000000ffffffffffffffffffffffff,-0x3,0x5ac635d8aa3a93e7b3ebbd55769886bc651d06b0cc53b0f63bce3c3e27d2604b,0xffffffff00000000ffffffffffffffffbce6faada7179e84f3b9cac2fc632551,0x1,0x6b17d1f2e12c4247f8bce6e563a440f277037d812deb33a0f4a13945d898c296,0x4fe342e2fe1a7f9b8ee7eb4a7c0f9e162bce33576b315ececbb6406837bf51f5
oakley,384-bit Random ECP Group,384,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffeffffffff0000000000000000ffffffff,-0x3,0xb3312fa7e23ee7e4988e056be3f82d19181d9c6efe8141120314088f5013875ac656398d8a2ed19d2a85c8edd3ec2aef,0xffffffffffffffffffffffffffffffffffffffffffffffffc7634d81f4372ddf581a0db248b0a77aecec196accc52973,0x1,0xaa87ca22be8b05378eb1c71ef320ad746e1d3b628ba79b9859f741e082542a385502f25dbf55296c3a545e3872760ab7,0x3617de4a96262c6f5d9e98bf9292dc29f8f41dbd289a147ce9da3113b5f0b8c00a60b1ce1d7e819d7a431d7c90ea0e5f
oakley,521-bit Random ECP Group,521,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,-0x3,0x51953eb9618e1c9a1f929a21a0b68540eea2da725b99b315f3b8b489918ef109e156193951ec7e937b1652c0bd3bb1bf073573df883d2c34f1ef451fd46b503f00,0x1fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffa51868783bf2f966b7fcc0148f709a5d03bb5c9b8899c47aebb6fb71e91386409,0x1,0xc6858e06b70404e9cd9e3ecb662395b4429c648139053fb521f828af606b4d3dbaa14b5e77efe75928fe1dc127a2ffa8de3348b3c1856a429bf97e7e31c2e5bd66,0x11839296a789a3bc0045c8a5fb42c7d1bd998f54449579b446817afbd17273e662c97ee72995ef42640c550b9013fad0761353c7086a272c24088be94769fd16650
secg,secp112r1,112,0xdb7c2abf62e35e668076bead208b,-0x3,0x659ef8ba043916eede8911702b22,0xdb7c2abf62e35e7628dfac6561c5,0x1,0x9487239995a5ee76b55f9c2f098,0xa89ce5af8724c0a23e0e0ff77500
secg,secp112r2,112,0xdb7c2abf62e35e668076bead208b,0x6127c24c05f38a0aaaf65c0ef02c,0x51def1815db5ed74fcc34c85d709,0x36df0aafd8b8d7597ca10520d04b,0x4,0x4ba30ab5e892b4e1649dd0928643,0xadcd46f5882e3747def36e956e97
secg,secp128r1,128,0xfffffffdffffffffffffffffffffffff,-0x3,0xe87579c11079f43dd824993c2cee5ed3,0xfffffffe0000000075a30d1b9038a115,0x1,0x161ff7528b899b2d0c28607ca52c5b86,0xcf5ac8395bafeb13c02da292dded7a83
secg,secp128r2,128,0xfffffffdffffffffffffffffffffffff,0xd6031998d1b3bbfebf59cc9bbff9aee1,0x5eeefca380d02919dc2c6558bb6d8a5d,0x3fffffff7fffffffbe0024720613b5a3,0x4,0x7b6aa5d85e572983e6fb32a7cdebc140,0x27b6916a894d3aee7106fe805fc34b44
secg,secp160k1,160,0xfffffffffffffffffffffffffffffffeffffac73,0x0,0x7,0x100000000000000000001b8fa16dfab9aca16b6b3,0x1,0x3b4c382ce37aa192a4019e763036f4f5dd4d7ebb,0x938cf935318fdced6bc28286531733c3f03c4fee
secg,secp160r1,160,0xffffffffffffffffffffffffffffffff7fffffff,-0x3,0x1c97befc54bd7a8b65acf89f81d4d4adc565fa45,0x100000000000000000001f4c8f927aed3ca752257,0x1,0x4a96b5688ef573284664698968c38bb913cbfc82,0x23a628553168947d59dcc912042351377ac5fb32
secg,secp160r2,160,0xfffffffffffffffffffffffffffffffeffffac73,-0x3,0xb4e134d3fb59eb8bab57274904664d5af50388ba,0x100000000000000000000351ee786a818f3a1a16b,0x1,0x52dcb034293a117e1f4ff11b30f7199d3144ce6d,0xfeaffef2e331f296e071fa0df9982cfea7d43f2e
secg,secp192k1,192,0xfffffffffffffffffffffffffffffffffffffffeffffee37,0x0,0x3,0xfffffffffffffffffffffffe26f2fc170f69466a74defd8d,0x1,0xdb4ff10ec057e9ae26b07d0280b7f4341da5d1b1eae06c7d,0x9b2f2f6d9c5628a7844163d015be86344082aa88d95e2f9d
secg,secp192r1,192,0xfffffffffffffffffffffffffffffffeffffffffffffffff,-0x3,0x64210519e59c80e70fa7e9ab72243049feb8deecc146b9b1,0xffffffffffffffffffffffff99def836146bc9b1b4d22831,0x1,0x188da80eb03090f67cbf20eb43a18800f4ff0afd82ff1012,0x7192b95ffc8da78631011ed6b24cdd573f977a11e794811
secg,secp224k1,224,0xfffffffffffffffffffffffffffffffffffffffffffffffeffffe56d,0x0,0x5,0x10000000000000000000000000001dce8d2ec6184caf0a971769fb1f7,0x1,0xa1455b334df099df30fc28a169a467e9e47075a90f7e650eb6b7a45c,0x7e089fed7fba344282cafbd6f7e319f7c0b0bd59e2ca4bdb556d61a5
secg,secp224r1,224,0xffffffffffffffffffffffffffffffff000000000000000000000001,-0x3,0xb4050a850c04b3abf54132565044b0b7d7bfd8ba270b39432355ffb4,0xffffffffffffffffffffffffffff16a2e0b8f03e13dd29455c5c2a3d,0x1,0xb70e0cbd6bb4bf7f321390b94a03c1d356c21122343280d6115c1d21,0xbd376388b5f723fb4c22dfe6cd4375a05a07476444d5819985007e34
secg,secp256k1,256,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x0,0x7,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0364141,0x1,0x79be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798,0x483ada7726a3c4655da4fbfc0e1108a8fd17b448a68554199c47d08ffb10d4b8
secg,secp256r1,256,0xffffffff00000001000000000000000000000000ffffffffffffffffffffffff,-0x3,0x5ac635d8aa3a93e7b3ebbd55769886bc651d06b0cc53b0f63bce3c3e27d2604b,0xffffffff00000000ffffffffffffffffbce6faada7179e84f3b9cac2fc632551,0x1,0x6b17d1f2e12c4247f8bce6e563a440f277037d812deb33a0f4a13945d898c296,0x4fe342e2fe1a7f9b8ee7eb4a7c0f9e162bce33576b315ececbb6406837bf51f5
secg,secp384r1,384,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffeffffffff0000000000000000ffffffff,-0x3,0xb3312fa7e23ee7e4988e056be3f82d19181d9c6efe8141120314088f5013875ac656398d8a2ed19d2a85c8edd3ec2aef,0xffffffffffffffffffffffffffffffffffffffffffffffffc7634d81f4372ddf581a0db248b0a77aecec196accc52973,0x1,0xaa87ca22be8b05378eb1c71ef320ad746e1d3b628ba79b9859f741e082542a385502f25dbf55296c3a545e3872760ab7,0x3617de4a96262c6f5d9e98bf9292dc29f8f41dbd289a147ce9da3113b5f0b8c00a60b1ce1d7e819d7a431d7c90ea0e5f
secg,secp521r1,521,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,-0x3,0x51953eb9618e1c9a1f929a21a0b68540eea2da725b99b315f3b8b489918ef109e156193951ec7e937b1652c0bd3bb1bf073573df883d2c34f1ef451fd46b503f00,0x1fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffa51868783bf2f966b7fcc0148f709a5d03bb5c9b8899c47aebb6fb71e91386409,0x1,0xc6858e06b70404e9cd9e3ecb662395b4429c648139053fb521f828af606b4d3dbaa14b5e77efe75928fe1dc127a2ffa8de3348b3c1856a429bf97e7e31c2e5bd66,0x11839296a789a3bc0045c8a5fb42c7d1bd998f54449579b446817afbd17273e662c97ee72995ef42640c550b9013fad0761353c7086a272c24088be94769fd16650
wtls,wap-wsg-idm-ecid-wtls12,224,0xffffffffffffffffffffffffffffffff000000000000000000000001,-0x3,0xb4050a850c04b3abf54132565044b0b7d7bfd8ba270b39432355ffb4,0xffffffffffffffffffffffffffff16a2e0b8f03e13dd29455c5c2a3d,0x1,0xb70e0cbd6bb4bf7f321390b94a03c1d356c21122343280d6115c1d21,0xbd376388b5f723fb4c22dfe6cd4375a05a07476444d5819985007e34
wtls,wap-wsg-idm-ecid-wtls6,112,0xdb7c2abf62e35e668076bead208b,-0x3,0x659ef8ba043916eede8911702b22,0xdb7c2abf62e35e7628dfac6561c5,0x1,0x9487239995a5ee76b55f9c2f098,0xa89ce5af8724c0a23e0e0ff77500
wtls,wap-wsg-idm-ecid-wtls7,160,0xffffffffffffffffffffffffffffffff7fffffff,-0x3,0x1c97befc54bd7a8b65acf89f81d4d4adc565fa45,0x100000000000000000001f4c8f927aed3ca752257,0x1,0x4a96b5688ef573284664698968c38bb913cbfc82,0x23a628553168947d59dcc912042351377ac5fb32
wtls,wap-wsg-idm-ecid-wtls8,112,0xfffffffffffffffffffffffffde7,0x0,0x3,0x100000000000001ecea551ad837e9,0x1,0x1,0x2
wtls,wap-wsg-idm-ecid-wtls9,160,0xfffffffffffffffffffffffffffffffffffc808f,0x0,0x3,0x100000000000000000001cdc98ae0e2de574abf33,0x1,0x1,0x2
other,BADA55-R-256,256,0xf1fd178c0b3ad58f10126de8ce42435b3961adbcabc8ca6de8fcf353d86e9c03,-0x3,0xbada55bada55bada55bada55bada55bada55bada55bada55bada55bada55bd48,0xf1fd178c0b3ad58f10126de8ce42435a1a8e3837861aa0efa0e52aec7379c967,0x1,,
other,BADA55-VPR-224,224,0xffffffffffffffffffffffffffffffff000000000000000000000001,0x7144ba12ce8a0c3befa053edbada555a42391fc64f052376e041c7d4af23195ebd8d83625321d452e8a0c3bb0a048a26115704e45dceb346a9f4bd9741d14d49,0x5c32ec7fc48ce1802d9b70dbc3fa574eaf015fce4e99b43ebe3468d6efb2276ba3669aff6ffc0f4c6ae4ae2e5d74c3c0af97dce17147688dda89e734b56944a2,0xffffffffffffffffffffffffffff473fa5d3e9bf40a95a8d3f014add,0x1,,
other,BADA55-VPR2-224,224,0xffffffffffffffffffffffffffffffff000000000000000000000001,0x8f0ff20e1e3cf4905d492e04110683948bfc236790bbb59e6e6b33f24f348ed2e16c64ee79f9fd27e9a367ff6415b41189e4fb6bada555455dc44c4f87011eef,0xe85067a95547e30661c854a43ed80f36289043ffc73da78a97e37fb96a2717009088656b948865a660ff3959330d8a1ca1e4de31b7b7d496a4cde555e57d05c,0xffffffffffffffffffffffffffffdf5c0319f61dc6ccebe902bc220f,0x1,,
other,BADA55-VR-224,224,0xffffffffffffffffffffffffffffffff000000000000000000000001,-0x3,0xbada55ecfd9ca54c0738b8a6fb8cf4ccf84e916d83d6da1b78b622351e11ab4e,0xffffffffffffffffffffffffffff0d44ef1096b2b67b7a3dcee7b079,0x1,,
other,BADA55-VR-256,256,0xffffffff00000001000000000000000000000000ffffffffffffffffffffffff,-0x3,0xbada55ecd8bbead3add6c534f92197deb47fceb9be7e0e702a8d1dd56b5d0b0c,0xffffffff00000000fffffffffffffffebedc2797003336661a49d76a903bdb91,0x1,,
